Question,Answer
สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 1 เชียงใหม่ ตั้งอยู่ที่อำเภอใด? ก. อำเภอสารภี ข. อำเภอเมือง ค. อำเภอหางดง ง. อำเภอแม่ริม,
คุณ Chaiwat Somjai (P009) มี HbA1c = 8.1% ควบคุมเบาหวานไม่ได้ ขั้นตอนต่อไปคือ? ก. เพิ่มขนาดยา ข. ปรึกษาแพทย์เฉพาะทาง ค. เปลี่ยนยา ง. ปรับอาหาร,
โปรแกรมใดที่ใช้ในการส่งข้อมูลเพื่อขอรับค่าใช้จ่ายสำหรับการสลายนีว? ก. e-Claim ข. DRGs ค. IP Normal ง. PCNL,
ห้อง R005 เป็นห้องเกี่ยวกับแผนกใด? ก. consultation ข. emergency ค. inpatient ง. operating,
หน่วยบริการใดที่สามารถให้บริการยาน้ำมันสารสกัดกัญชาที่มี delta-9-tetrahydrocannabinol (THC) ไม่เกิน 0.5 mg/drop ในปีงบประมาณ 2568? ก. หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ ข. หน่วยบริการที่มีศักยภาพในการให้บริการ ค. หน่วยบริการทั่วไป ง. หน่วยบริการเฉพาะทาง,
"ค่าใช้จ่ายสำหรับเฮลิคอปเตอร์ที่มีเครื่องยนต์ 3 เท่าใดต่อชั่วโมงบิน? ก. 40,000 บาท ข. 80,000 บาท ค. 120,000 บาท ง. 160,000 บาท",
ยารักษาวัณโรคชนิดใดที่ใช้สำหรับวัณโรคสตรีอย่าหลายชนิดรุนแรงมาก? ก. ยารักษาวัณโรคสตรีพื้นฐาน ข. ยารักษาวัณโรคสตรีอย่า (RR-TB/MDR-TB) ค. ยารักษาวัณโรคสตรีอย่าหลายชนิดรุนแรงมาก (Pre-XDR-TB/XDR-TB) ง. ยารักษาวัณโรคสตรีอย่า (XDR-TB),
กลุ่มโรคใดที่อยู่ระหว่างการทบทวนเพื่อขยายบริการการดูแลที่บ้าน? ก. โรคหัวใจ ข. โรคปอดอุดกั้นเรื้อรัง ค. โรคเบาหวาน ง. โรคความดันโลหิตสูง,
การเจาะน้ำคร่ำในหญิงตั้งครรภ์สามารถใช้สิทธิหลักประกันสุขภาพแห่งชาติได้หรือไม่? ก. ได้ทุกกรณี ข. ได้เฉพาะกรณีมีขอบคุณทางการแพทย์ ค. ไม่ได้เลย ง. ได้เฉพาะกรณีที่มารดามีสิทธิประกันสังคมเท่านั้น,
สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 9 นครราชสีมา ตั้งอยู่ในตำบลใด? ก. ตำบลบางกุง ข. ตำบลหนองบัวศาลา ค. ตำบลในเมือง ง. ตำบลหมากแข้ง,
ช่องทางใดที่ สปสช. ให้บริการข้อมูลตลอด 24 ชั่วโมง? ก. เว็บไซต์ สปสช. ข. สายด่วน สปสช. โทร. 1330 ค. ศูนย์ข้อมูลกฎหมาย สปสช. ง. ศูนย์บริการสารสนเทศประกันสุขภาพ,
